HINCP,RNTP,MRGP,NP,HHT_label,TEN_label,BLDG_AGE_dec
163440,0,2400,3,Married couple household,Owned with mortgage or loan (include home equity loans),4
163440,0,2400,3,Married couple household,Owned with mortgage or loan (include home equity loans),4
163440,0,2400,3,Married couple household,Owned with mortgage or loan (include home equity loans),4
44100,1200,0,2,"Other family household: Female householder, no spouse present",Rented,3
44100,1200,0,2,"Other family household: Female householder, no spouse present",Rented,3
65000,920,0,1,Nonfamily household: Male householder: Living alone,Rented,3
52000,0,560,2,Married couple household,Owned with mortgage or loan (include home equity loans),3
52000,0,560,2,Married couple household,Owned with mortgage or loan (include home equity loans),3
100200,1400,0,2,Married couple household,Rented,1
100200,1400,0,2,Married couple household,Rented,1
76000,0,600,2,Married couple household,Owned with mortgage or loan (include home equity loans),3
76000,0,600,2,Married couple household,Owned with mortgage or loan (include home equity loans),3
122000,0,2500,3,Married couple household,Owned with mortgage or loan (include home equity loans),3
122000,0,2500,3,Married couple household,Owned with mortgage or loan (include home equity loans),3
122000,0,2500,3,Married couple household,Owned with mortgage or loan (include home equity loans),3
80000,0,1700,1,Nonfamily household: Male householder: Living alone,Owned with mortgage or loan (include home equity loans),3
104000,1400,0,2,"Other family household: Female householder, no spouse present",Rented,3
104000,1400,0,2,"Other family household: Female householder, no spouse present",Rented,3
135000,0,1500,1,Nonfamily household: Male householder: Living alone,Owned with mortgage or loan (include home equity loans),5
122000,0,680,9,"Other family household: Male householder, no spouse present",Owned with mortgage or loan (include home equity loans),4
122000,0,680,9,"Other family household: Male householder, no spouse present",Owned with mortgage or loan (include home equity loans),4
122000,0,680,9,"Other family household: Male householder, no spouse present",Owned with mortgage or loan (include home equity loans),4
122000,0,680,9,"Other family household: Male householder, no spouse present",Owned with mortgage or loan (include home equity loans),4
122000,0,680,9,"Other family household: Male householder, no spouse present",Owned with mortgage or loan (include home equity loans),4
122000,0,680,9,"Other family household: Male householder, no spouse present",Owned with mortgage or loan (include home equity loans),4
122000,0,680,9,"Other family household: Male householder, no spouse present",Owned with mortgage or loan (include home equity loans),4
122000,0,680,9,"Other family household: Male householder, no spouse present",Owned with mortgage or loan (include home equity loans),4
122000,0,680,9,"Other family household: Male householder, no spouse present",Owned with mortgage or loan (include home equity loans),4
125000,2100,0,2,Nonfamily household: Female householder: Not living alone,Rented,1
125000,2100,0,2,Nonfamily household: Female householder: Not living alone,Rented,1
60700,0,1300,1,Nonfamily household: Female householder: Living alone,Owned with mortgage or loan (include home equity loans),2
41000,930,0,2,Married couple household,Rented,3
41000,930,0,2,Married couple household,Rented,3
12600,590,0,2,Nonfamily household: Female householder: Not living alone,Rented,3
12600,590,0,2,Nonfamily household: Female householder: Not living alone,Rented,3
60100,1000,0,2,"Other family household: Female householder, no spouse present",Rented,1
60100,1000,0,2,"Other family household: Female householder, no spouse present",Rented,1
252000,0,2000,4,Married couple household,Owned with mortgage or loan (include home equity loans),1
252000,0,2000,4,Married couple household,Owned with mortgage or loan (include home equity loans),1
252000,0,2000,4,Married couple household,Owned with mortgage or loan (include home equity loans),1
252000,0,2000,4,Married couple household,Owned with mortgage or loan (include home equity loans),1
315000,0,1200,4,Married couple household,Owned with mortgage or loan (include home equity loans),1
315000,0,1200,4,Married couple household,Owned with mortgage or loan (include home equity loans),1
315000,0,1200,4,Married couple household,Owned with mortgage or loan (include home equity loans),1
315000,0,1200,4,Married couple household,Owned with mortgage or loan (include home equity loans),1
24200,0,930,2,Married couple household,Owned with mortgage or loan (include home equity loans),1
24200,0,930,2,Married couple household,Owned with mortgage or loan (include home equity loans),1
98100,0,1700,3,"Other family household: Male householder, no spouse present",Owned with mortgage or loan (include home equity loans),4
98100,0,1700,3,"Other family household: Male householder, no spouse present",Owned with mortgage or loan (include home equity loans),4
98100,0,1700,3,"Other family household: Male householder, no spouse present",Owned with mortgage or loan (include home equity loans),4
100000,2000,0,1,Nonfamily household: Female householder: Living alone,Rented,1
105800,2000,0,4,Married couple household,Rented,1
105800,2000,0,4,Married couple household,Rented,1
105800,2000,0,4,Married couple household,Rented,1
105800,2000,0,4,Married couple household,Rented,1
58500,0,2000,5,Married couple household,Owned with mortgage or loan (include home equity loans),2
58500,0,2000,5,Married couple household,Owned with mortgage or loan (include home equity loans),2
58500,0,2000,5,Married couple household,Owned with mortgage or loan (include home equity loans),2
58500,0,2000,5,Married couple household,Owned with mortgage or loan (include home equity loans),2
58500,0,2000,5,Married couple household,Owned with mortgage or loan (include home equity loans),2
88800,1100,0,4,Married couple household,Rented,3
88800,1100,0,4,Married couple household,Rented,3
88800,1100,0,4,Married couple household,Rented,3
88800,1100,0,4,Married couple household,Rented,3
824000,0,2000,4,Married couple household,Owned with mortgage or loan (include home equity loans),1
824000,0,2000,4,Married couple household,Owned with mortgage or loan (include home equity loans),1
824000,0,2000,4,Married couple household,Owned with mortgage or loan (include home equity loans),1
824000,0,2000,4,Married couple household,Owned with mortgage or loan (include home equity loans),1
246200,0,970,5,Married couple household,Owned with mortgage or loan (include home equity loans),0
246200,0,970,5,Married couple household,Owned with mortgage or loan (include home equity loans),0
246200,0,970,5,Married couple household,Owned with mortgage or loan (include home equity loans),0
246200,0,970,5,Married couple household,Owned with mortgage or loan (include home equity loans),0
246200,0,970,5,Married couple household,Owned with mortgage or loan (include home equity loans),0
102000,0,1200,3,Nonfamily household: Female householder: Not living alone,Owned with mortgage or loan (include home equity loans),7
102000,0,1200,3,Nonfamily household: Female householder: Not living alone,Owned with mortgage or loan (include home equity loans),7
102000,0,1200,3,Nonfamily household: Female householder: Not living alone,Owned with mortgage or loan (include home equity loans),7
63000,0,1700,1,Nonfamily household: Male householder: Living alone,Owned with mortgage or loan (include home equity loans),1
78000,0,1100,1,Nonfamily household: Male householder: Living alone,Owned with mortgage or loan (include home equity loans),1
87000,0,1800,2,Married couple household,Owned with mortgage or loan (include home equity loans),2
87000,0,1800,2,Married couple household,Owned with mortgage or loan (include home equity loans),2
30000,1000,0,4,"Other family household: Female householder, no spouse present",Rented,3
30000,1000,0,4,"Other family household: Female householder, no spouse present",Rented,3
30000,1000,0,4,"Other family household: Female householder, no spouse present",Rented,3
30000,1000,0,4,"Other family household: Female householder, no spouse present",Rented,3
175000,3000,0,1,Nonfamily household: Female householder: Living alone,Rented,0
14000,340,0,1,Nonfamily household: Male householder: Living alone,Rented,0
163800,0,620,3,Married couple household,Owned with mortgage or loan (include home equity loans),1
163800,0,620,3,Married couple household,Owned with mortgage or loan (include home equity loans),1
163800,0,620,3,Married couple household,Owned with mortgage or loan (include home equity loans),1
632900,0,2800,3,Married couple household,Owned with mortgage or loan (include home equity loans),0
